$ buildtest report

name                          id        state      returncode  starttime            endtime                runtime  tags                    buildspec
returncode_int_match          b3568b74  PASS              128  2021/03/24 14:37:54  2021/03/24 14:37:54   0.074771  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          6c207099  PASS              128  2021/03/24 14:37:55  2021/03/24 14:37:55   0.090759  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          f6cd523e  PASS              128  2021/03/24 14:38:05  2021/03/24 14:38:05   0.086351  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          d9d4ef3d  PASS              128  2021/03/24 16:23:05  2021/03/24 16:23:05   0.108322  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          eb8a8022  PASS              128  2021/03/24 16:23:08  2021/03/24 16:23:08   0.069346  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          9fcb82c1  PASS              128  2021/03/24 16:23:09  2021/03/24 16:23:09   0.087356  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          50b51215  PASS              128  2021/03/24 16:23:10  2021/03/24 16:23:10   0.077569  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          683efc70  PASS              128  2021/03/24 16:23:12  2021/03/24 16:23:12   0.075256  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          0451ffa6  PASS              128  2021/03/24 16:23:23  2021/03/24 16:23:23   0.069028  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          cbf37884  PASS              128  2021/03/24 16:23:36  2021/03/24 16:23:36   0.137082  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          1df47e2e  PASS              128  2021/03/24 16:23:37  2021/03/24 16:23:37   0.086354  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
returncode_int_match          3f3d6fdb  PASS              128  2021/03/24 16:23:51  2021/03/24 16:23:51   0.079541  tutorials pass          /Users/siddiq90/Documents/github/buildtest/tutorials/pass_returncode.yml
python_hello                  81e5a2fc  PASS                0  2021/03/24 12:43:39  2021/03/24 12:43:39   0.207351  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  fb8d4c21  PASS                0  2021/03/24 13:54:29  2021/03/24 13:54:30   0.222934  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  6e71e69f  PASS                0  2021/03/24 13:54:31  2021/03/24 13:54:31   0.177456  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  ee314e86  PASS                0  2021/03/24 13:54:45  2021/03/24 13:54:45   0.115718  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  fd8020a4  PASS                0  2021/03/24 14:37:27  2021/03/24 14:37:28   0.19356   python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  1745ad73  PASS                0  2021/03/24 14:37:29  2021/03/24 14:37:29   0.167106  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  59b95a3a  PASS                0  2021/03/24 14:37:35  2021/03/24 14:37:36   0.150246  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  997a9fb6  PASS                0  2021/03/24 16:23:08  2021/03/24 16:23:08   0.242687  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  58b52d60  PASS                0  2021/03/24 16:23:09  2021/03/24 16:23:09   0.1757    python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
python_hello                  13ab6af4  PASS                0  2021/03/24 16:23:25  2021/03/24 16:23:25   0.113224  python                  /Users/siddiq90/Documents/github/buildtest/tutorials/python-hello.yml
circle_area                   de39da0a  PASS                0  2021/03/24 12:43:39  2021/03/24 12:43:39   0.195617  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   84da8f9f  PASS                0  2021/03/24 12:43:44  2021/03/24 12:43:45   0.205455  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   93cbb343  PASS                0  2021/03/24 12:43:46  2021/03/24 12:43:46   0.206778  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   2510ef7d  PASS                0  2021/03/24 12:43:46  2021/03/24 12:43:46   0.20024   tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   4988b95c  PASS                0  2021/03/24 12:43:46  2021/03/24 12:43:46   0.199184  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   10e17fd7  PASS                0  2021/03/24 12:43:46  2021/03/24 12:43:46   0.2816    tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   3005d89e  PASS                0  2021/03/24 12:43:46  2021/03/24 12:43:47   0.197009  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   c5aa2b91  PASS                0  2021/03/24 13:54:23  2021/03/24 13:54:23   0.244498  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   c62b62cd  PASS                0  2021/03/24 13:54:30  2021/03/24 13:54:30   0.191676  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   15dc8f9b  PASS                0  2021/03/24 13:54:56  2021/03/24 13:54:56   0.229556  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
circle_area                   295d6afd  PASS                0  2021/03/24 13:54:56  2021/03/24 13:54:56   0.219867  tutorials python        /Users/siddiq90/Documents/github/buildtest/tutorials/python-shell.yml
