$ buildtest report --format name,id,executor,state,returncode

name                          id        executor              state      returncode
hello_world                   ece7cb6b  generic.local.bash    PASS                0
hello_world                   8c1193d6  generic.local.bash    PASS                0
hello_world                   49143793  generic.local.bash    PASS                0
hello_world                   1ca93af6  generic.local.bash    PASS                0
hello_world                   f77b0d27  generic.local.bash    PASS                0
hello_world                   90ce1c75  generic.local.bash    PASS                0
sleep                         94afc9b3  generic.local.bash    PASS                0
sleep                         c0be42a6  generic.local.bash    PASS                0
sleep                         4802111a  generic.local.bash    PASS                0
sleep                         6e76e5ee  generic.local.bash    PASS                0
sleep                         733ee85c  generic.local.bash    PASS                0
sleep                         9779b379  generic.local.bash    PASS                0
bash_env_variables            7208943b  generic.local.bash    PASS                0
bash_env_variables            dd473252  generic.local.bash    PASS                0
bash_env_variables            8c2a26e3  generic.local.bash    PASS                0
bash_env_variables            e6b3c52c  generic.local.bash    PASS                0
bash_env_variables            af487c81  generic.local.bash    PASS                0
bash_env_variables            aa60eddd  generic.local.bash    PASS                0
csh_env_declaration           0b590467  generic.local.csh     PASS                0
csh_env_declaration           bc0263b6  generic.local.csh     PASS                0
csh_env_declaration           a6b31700  generic.local.csh     PASS                0
csh_env_declaration           adf1b9c7  generic.local.csh     PASS                0
csh_env_declaration           2c1a1334  generic.local.csh     PASS                0
csh_env_declaration           97231098  generic.local.csh     PASS                0
tcsh_env_declaration          4882f8da  generic.local.csh     PASS                0
tcsh_env_declaration          47f24e31  generic.local.csh     PASS                0
tcsh_env_declaration          b4f35c92  generic.local.csh     PASS                0
tcsh_env_declaration          8face74c  generic.local.csh     PASS                0
tcsh_env_declaration          c1bc3a67  generic.local.csh     PASS                0
tcsh_env_declaration          f08623b5  generic.local.csh     PASS                0
vecadd_gnu                    03c01a98  generic.local.bash    PASS                0
vecadd_gnu                    e962853f  generic.local.bash    PASS                0
vecadd_gnu                    c0bfcf24  generic.local.bash    PASS                0
vecadd_gnu                    05b65aac  generic.local.bash    PASS                0
vecadd_gnu                    f8e3d565  generic.local.bash    PASS                0
vecadd_gnu                    f428eba1  generic.local.bash    PASS                0
pre_post_build_run            d4977e71  generic.local.bash    PASS                0
pre_post_build_run            aae43fa3  generic.local.bash    PASS                0
pre_post_build_run            d7b17d0b  generic.local.bash    PASS                0
pre_post_build_run            3a198e9e  generic.local.bash    PASS                0
pre_post_build_run            79fc8e4b  generic.local.bash    PASS                0
pre_post_build_run            c889f452  generic.local.bash    PASS                0
hello_f                       294687ab  generic.local.bash    PASS                0
hello_f                       eeffe964  generic.local.bash    PASS                0
hello_f                       da951a7f  generic.local.bash    PASS                0
hello_f                       e8fe0db2  generic.local.bash    PASS                0
hello_f                       38375e0c  generic.local.bash    PASS                0
hello_f                       c46eb35c  generic.local.bash    PASS                0
hello_f                       8bb75649  generic.local.bash    PASS                0
hello_f                       2d91111d  generic.local.bash    PASS                0
hello_f                       2da4b273  generic.local.bash    PASS                0
selinux_disable               3f1487c6  generic.local.bash    FAIL                0
selinux_disable               71fc69f5  generic.local.bash    FAIL                0
selinux_disable               3cc6dd5c  generic.local.bash    FAIL                0
selinux_disable               0cd3252c  generic.local.bash    FAIL                0
selinux_disable               838a0c2c  generic.local.bash    FAIL                0
selinux_disable               c7e9edfc  generic.local.bash    FAIL                0
csh_shell                     f5b1f9e8  generic.local.csh     PASS                0
csh_shell                     556ebebc  generic.local.csh     PASS                0
csh_shell                     3bba54dc  generic.local.csh     PASS                0
build_sif_from_dockerimage    799f0f3d  generic.local.bash    PASS                0
build_sif_from_dockerimage    6579aa73  generic.local.bash    PASS                0
build_sif_from_dockerimage    926d15e3  generic.local.bash    PASS                0
build_sandbox_image           571d66f6  generic.local.bash    PASS                0
build_sandbox_image           b83ef971  generic.local.bash    PASS                0
build_sandbox_image           1b82d046  generic.local.bash    PASS                0
build_remoteimages            8da33f4d  generic.local.bash    PASS                0
build_remoteimages            87187b8c  generic.local.bash    PASS                0
build_remoteimages            e447e69f  generic.local.bash    PASS                0
string_tag                    1281806d  generic.local.bash    PASS                0
string_tag                    d0e5c025  generic.local.bash    PASS                0
string_tag                    8015bd4d  generic.local.bash    PASS                0
list_of_strings_tags          20bf4560  generic.local.bash    PASS                0
list_of_strings_tags          98c2c46d  generic.local.bash    PASS                0
list_of_strings_tags          2aef56a0  generic.local.bash    PASS                0
runImage                      7cb53f88  generic.local.bash    PASS                0
runImage                      9f0becc2  generic.local.bash    PASS                0
runImage                      3878e4c3  generic.local.bash    PASS                0
run_only_macos_distro         a0ac0679  generic.local.bash    PASS                0
run_only_macos_distro         8e1fbdb0  generic.local.bash    PASS                0
run_only_macos_distro         dd430cf8  generic.local.bash    PASS                0
run_only_macos_distro         883ab9d1  generic.local.bash    PASS                0
run_only_macos_distro         b46492a9  generic.local.bash    PASS                0
run_only_macos_distro         fe0d745a  generic.local.bash    PASS                0
pullImage_dockerhub           437b1eda  generic.local.bash    PASS                0
pullImage_dockerhub           f9043db6  generic.local.bash    PASS                0
pullImage_dockerhub           220f73f9  generic.local.bash    PASS                0
pullImage_sylabscloud         6abf3bd0  generic.local.bash    PASS                0
pullImage_sylabscloud         a4cc616b  generic.local.bash    PASS                0
